Date,Close,High,Low,Open,Volume,rsi,macd,ema_20,ema_50,TICKER,Adj Close,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,,,,NIFTY50.NS,NIFTY50.NS,NIFTY50.NS,NIFTY50.NS,NIFTY50.NS,NIFTY50.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2020-03-12,475.53631591796875,492.5357258130127,469.1391701914128,485.37810154536595,55970485.0,19.623096527092713,-38.01972853587063,589.4953678244708,628.8401444678533,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-13,494.4593811035156,509.98250923399024,421.58557799627334,446.45838815033005,73297403.0,26.242952946754016,-40.741631052631305,580.4443214700941,623.5703106104284,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-16,454.3765563964844,483.00714524632815,449.58986531183916,474.4403385952524,38482258.0,22.092353690416772,-45.607373957746745,568.4378676535599,616.9352614255679,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-17,450.93194580078125,474.19430109253625,448.7846523850041,468.4905324264047,45445979.0,21.77364367546224,-49.174607290383506,557.2468274771048,610.4253274794978,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-18,433.261474609375,463.4130789981454,429.90633253193516,458.6711221665263,44730415.0,20.166423803317983,-52.81866407292739,545.4386986325591,603.4777254061597,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-19,410.53594970703125,432.5904563115507,399.128442171934,411.60959642106957,61404010.0,18.295957842763727,-56.88463460333617,532.5908177825088,595.9113812610959,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-20,455.38311767578125,462.9657459489258,416.0383975453142,420.28825049021884,63360475.0,31.749393806782123,-55.84441424528518,525.23770348663,590.4004689636326,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-23,395.4825134277344,424.98544483853334,391.72473514239124,409.86489349215907,40670949.0,25.669591091329323,-59.1714189846017,512.8800663381638,582.7566275700681,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-24,422.0329284667969,433.9325104811008,400.73893016882965,416.03838849257653,45734887.0,31.89486811219375,-58.98574663782085,504.2279579694622,576.4537374091555,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-25,484.14788818359375,515.1494403179707,430.91289363718744,431.15893082862937,73130298.0,43.76168039510357,-53.21303508800224,502.315570370808,572.8339001846235,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-26,476.9678649902344,499.6486775382283,466.2984990986507,490.20952746231364,45744488.0,42.83262157015677,-48.65660441239527,499.90150319170573,569.0744478240592,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-27,476.6994323730469,495.3540612398386,468.02079126607595,489.8516259919914,41657940.0,42.796041297112126,-44.55367352874782,497.6917821613573,565.4518981985294,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-30,460.9750061035156,480.815118140311,456.30017996614265,465.51565999753865,30229866.0,40.60822669011628,-42.085762555610586,494.1949463463248,561.3547651751956,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-03-31,498.2395324707031,505.41952430798887,468.8260681247117,480.4348787671312,44292810.0,47.462784610906816,-36.699935472657785,494.580145024837,558.8796580103135,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-01,483.3426513671875,503.093264271414,467.5734569491014,502.0419846435416,41597459.0,45.216156293801255,-33.2503926840418,493.5099075336323,555.9174224556812,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-03,482.0006103515625,507.49975757793965,472.53909292167856,507.49975757793965,41367807.0,45.009457987465964,-30.27589499410425,492.41378399248276,553.0187239417942,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-07,539.5526123046875,543.086660841312,492.08842686836795,493.0278714782651,54373624.0,54.59517515978437,-23.009380750808702,496.90319621269276,552.4906411324959,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-08,533.3119506835938,549.7969487728319,518.929571501776,527.8766166035285,49880330.0,53.50600921460104,-17.551858202321853,500.37069663849286,551.7385356246958,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-09,545.7484130859375,551.4968858405396,533.6922622821191,543.0866484415843,33032857.0,55.414897316126506,-12.083917800872314,504.69238391920186,551.50362885847,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-13,531.9699096679688,543.5339847346166,527.8765966727111,538.5907251822866,23673784.0,52.82709983922631,-8.761350319678627,507.2902435143225,550.7376006549209,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-15,514.388916015625,552.9283884903713,511.32454531609477,535.50397581859,35321842.0,49.641613869338,-7.46082713921885,507.96630756206565,549.3121620416152,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-16,522.5308227539062,531.2094648682425,512.2193584197375,514.3889890858135,37455706.0,51.1118592987048,-5.707378216554503,509.35340424700286,548.2619134420972,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-17,547.5601806640625,550.2443422338717,533.5356723756136,543.9813981126731,33269335.0,55.42069194166208,-2.2719081650351427,512.9921448581514,548.2343945096253,RELIANCE.NS,,,,,,,,,,,,,,,,
2020-04-20,556.417724609375,562.3227357287913,537.718363464547,548.454828761218,36030932.0,56.869429111064484,1.152174818716162,517.127914358268,548.5553094154978,RELIANCE.NS,,,,,,,,,,,,,,,,
